 -5.0 0.0
 -4.95 0.0
 -4.8999996 0.0
 -4.8499994 0.0
 -4.799999 0.0
 -4.749999 0.0
 -4.699999 0.0
 -4.6499987 0.0
 -4.5999985 0.0
 -4.5499983 0.0
 -4.499998 1.0
 -4.449998 1.0
 -4.3999977 1.0
 -4.3499975 1.0
 -4.2999973 1.0
 -4.249997 1.0
 -4.199997 1.0
 -4.1499968 1.0
 -4.0999966 1.0
 -4.0499964 1.0
 -3.9999962 0.0
 -3.949996 0.0
 -3.8999958 0.0
 -3.8499956 0.0
 -3.7999954 0.0
 -3.7499952 0.0
 -3.699995 0.0
 -3.6499949 0.0
 -3.5999947 0.0
 -3.5499945 0.0
 -3.4999943 1.0
 -3.449994 1.0
 -3.399994 1.0
 -3.3499937 1.0
 -3.2999935 1.0
 -3.2499933 1.0
 -3.1999931 1.0
 -3.149993 1.0
 -3.0999928 1.0
 -3.0499926 1.0
 -2.9999924 0.0
 -2.9499922 0.0
 -2.899992 0.0
 -2.8499918 0.0
 -2.7999916 0.0
 -2.7499914 0.0
 -2.6999912 0.0
 -2.649991 0.0
 -2.5999908 0.0
 -2.5499907 0.0
 -2.4999905 1.0
 -2.4499903 1.0
 -2.39999 1.0
 -2.34999 1.0
 -2.2999897 1.0
 -2.2499895 1.0
 -2.1999893 1.0
 -2.1499891 1.0
 -2.099989 1.0
 -2.0499887 1.0
 -1.9999886 0.0
 -1.9499884 0.0
 -1.8999882 0.0
 -1.849988 0.0
 -1.7999878 0.0
 -1.7499876 0.0
 -1.6999874 0.0
 -1.6499872 0.0
 -1.599987 0.0
 -1.5499868 0.0
 -1.4999866 1.0
 -1.4499865 1.0
 -1.3999863 1.0
 -1.3499861 1.0
 -1.2999859 1.0
 -1.2499857 1.0
 -1.1999855 1.0
 -1.1499853 1.0
 -1.0999851 1.0
 -1.0499849 1.0
 -0.99998474 0.0
 -0.94998455 0.0
 -0.89998436 0.0
 -0.84998417 0.0
 -0.799984 0.0
 -0.7499838 0.0
 -0.6999836 0.0
 -0.6499834 0.0
 -0.5999832 0.0
 -0.549983 0.0
 -0.49998283 1.0
 -0.44998264 1.0
 -0.39998245 1.0
 -0.34998226 1.0
 -0.29998207 1.0
 -0.24998188 1.0
 -0.19998169 1.0
 -0.1499815 1.0
 -9.998131e-2 1.0
 -4.9981117e-2 1.0
 1.9073486e-5 0.0
 5.0019264e-2 0.0
 0.100019455 0.0
 0.15001965 0.0
 0.20001984 0.0
 0.25002003 0.0
 0.30002022 0.0
 0.3500204 0.0
 0.4000206 0.0
 0.4500208 0.0
 0.500021 1.0
 0.5500212 1.0
 0.60002136 1.0
 0.65002155 1.0
 0.70002174 1.0
 0.75002193 1.0
 0.8000221 1.0
 0.8500223 1.0
 0.9000225 1.0
 0.9500227 1.0
 1.0000229 0.0
 1.0500231 0.0
 1.1000233 0.0
 1.1500235 0.0
 1.2000237 0.0
 1.2500238 0.0
 1.300024 0.0
 1.3500242 0.0
 1.4000244 0.0
 1.4500246 0.0
 1.5000248 1.0
 1.550025 1.0
 1.6000252 1.0
 1.6500254 1.0
 1.7000256 1.0
 1.7500257 1.0
 1.8000259 1.0
 1.8500261 1.0
 1.9000263 1.0
 1.9500265 1.0
 2.0000267 0.0
 2.050027 0.0
 2.100027 0.0
 2.1500273 0.0
 2.2000275 0.0
 2.2500277 0.0
 2.3000278 0.0
 2.350028 0.0
 2.4000282 0.0
 2.4500284 0.0
 2.5000286 1.0
 2.5500288 1.0
 2.600029 1.0
 2.6500292 1.0
 2.7000294 1.0
 2.7500296 1.0
 2.8000298 1.0
 2.85003 1.0
 2.9000301 1.0
 2.9500303 1.0
 3.0000305 0.0
 3.0500307 0.0
 3.100031 0.0
 3.150031 0.0
 3.2000313 0.0
 3.2500315 0.0
 3.3000317 0.0
 3.3500319 0.0
 3.400032 0.0
 3.4500322 0.0
 3.5000324 1.0
 3.5500326 1.0
 3.6000328 1.0
 3.650033 1.0
 3.7000332 1.0
 3.7500334 1.0
 3.8000336 1.0
 3.8500338 1.0
 3.900034 1.0
 3.9500341 1.0
 4.0000343 0.0
 4.0500345 0.0
 4.1000347 0.0
 4.150035 0.0
 4.200035 0.0
 4.2500353 0.0
 4.3000355 0.0
 4.3500357 0.0
 4.400036 0.0
 4.450036 0.0
 4.5000362 1.0
 4.5500364 1.0
 4.6000366 1.0
 4.650037 1.0
 4.700037 1.0
 4.750037 1.0
 4.8000374 1.0
 4.8500376 1.0
 4.900038 1.0
 4.950038 1.0
 5.000038 0.0
